district_id,cell_row,cell_col,weight
119,18,16,0.14828935276713362
119,18,17,0.3694356243557189
120,18,19,0.942771902179737
120,19,19,0.05722809782026294
121,18,19,0.2479206667725666
121,18,18,0.7154950994447071
121,19,18,0.03658423378272636
122,18,18,0.1929563262695804
122,18,17,0.5691193606594808
122,19,17,0.23769530855587315
122,19,18,0.00022900451506585224
123,17,18,0.02155238123698147
123,18,19,0.007679168070126005
123,18,18,0.9707684506928925
124,19,18,1.0
125,19,18,1.0
126,18,17,0.06411483443407927
126,19,17,0.9358851655659207
127,18,19,0.0004197028639208076
127,19,20,0.17353135395625202
127,19,19,0.8260489431798271
128,18,18,0.994458179449171
128,19,18,0.005541820550829011
144,14,13,0.0836902881794643
144,14,14,0.2871977415220088
144,15,13,0.030313067915327067
144,15,14,0.5987989023831998
141,15,15,0.4361046325501577
141,15,14,0.440855958286942
141,16,14,0.030531767131096364
141,16,15,0.0925076420318039
160,15,15,0.08462659776626404
160,16,15,0.6212844446594039
160,16,16,0.2940889575743322
132,16,15,0.055955614637963426
132,16,17,0.025741464022227583
132,16,16,0.8862542345110416
132,17,16,0.03204868682876753
152,14,15,0.007994775253142867
152,14,14,0.1390492031668158
152,15,14,0.8529560215800414
137,11,14,0.8190625704770714
137,12,14,0.18093742952292854
135,11,13,0.5748429846812686
135,11,14,0.14164425333588024
135,12,13,0.24606895144740218
135,12,14,0.03744381053544903
133,11,15,0.10836427185376142
133,11,14,0.2282037368129877
133,12,15,0.19549409172271304
133,12,14,0.4679378996105378
159,10,13,0.0029797338319376932
159,10,14,0.17803906854703574
159,11,13,0.022477867413962932
159,11,14,0.7965033302070637
146,12,15,0.03438786990265818
146,12,14,0.789562894907843
146,13,14,0.17604923518949883
153,12,13,0.3956932409802328
153,12,14,0.6043067590197672
162,12,13,0.14878067392398528
162,12,14,0.1402764413871025
162,13,13,0.2142997579017587
162,13,14,0.4966431267871536
140,12,15,0.14341754884700025
140,13,15,0.7653293494637556
140,13,14,0.06630889978474896
140,14,15,0.015508987413652916
140,14,14,0.009435214490842213
138,13,15,0.13212559469258617
138,13,14,0.8640543404789607
138,14,14,0.003820064828453231
130,13,13,0.11744164386851957
130,13,14,0.8373179808915717
130,14,13,0.0007445495708345296
130,14,14,0.04449582566907409
149,13,15,0.09718214466879573
149,14,15,0.7338073562059023
149,14,14,0.0011182477774933288
149,14,16,0.1678922513478088
139,13,14,0.10364155198149272
139,14,14,0.8963584480185073
155,13,14,0.020113352176461444
155,14,15,0.10263391797968921
155,14,14,0.8772527298438494
134,14,14,0.9954465878885653
134,15,14,0.004553412111434723
136,14,15,0.21776027851138138
136,14,14,0.0008620319474712119
136,15,15,0.5337016853485125
136,15,14,0.247676004192635
147,15,15,0.9292871912591232
147,16,15,5.485242102756622e-07
147,15,16,0.07071226021666656
143,15,17,0.22080519385572023
143,15,16,0.5562734842670273
143,16,17,0.034616494630436326
143,16,16,0.18830482724681621
161,15,15,0.1681987939435324
161,16,15,0.0324349692931192
161,15,16,0.4970989832206197
161,16,16,0.3022672535427287
145,14,13,0.6678683210679152
145,14,14,0.3321316789320849
156,13,13,0.26922394277477957
156,13,14,0.001219776496665397
156,14,13,0.5207072085933109
156,14,14,0.2088490721352441
151,13,13,0.9993341163090258
151,13,14,0.0006658836909742888
142,14,15,0.6183831798767218
142,15,15,0.38161682012327836
157,14,15,0.42434250891055736
157,15,15,0.2047245553345201
157,14,16,0.36112014444035095
157,15,16,0.009812791314571597
154,14,15,8.227263244224796e-05
154,15,15,0.0071167569945345234
154,14,16,0.2189539182798137
154,15,16,0.7738470520932096
148,15,15,0.022321028904301196
148,16,15,0.9776789710956988
150,15,15,0.02087196883039165
150,16,14,0.3371985090052527
150,16,15,0.6419295221643556
158,14,15,0.3813153704257289
158,14,16,0.6186846295742711
131,14,15,0.8106687668145033
131,14,14,0.18933123318549674
168,21,10,1.0
176,21,10,0.30302080516730584
176,21,9,0.6969791948326941
177,21,10,0.8814786329789502
177,21,9,0.11852136702104973
166,21,10,1.0
167,21,10,1.0
169,21,10,1.0
170,21,10,0.9498751983430317
170,21,9,0.05012480165696833
173,21,10,1.0
171,21,10,1.0
175,21,10,1.0
174,21,10,1.0
172,21,10,0.6467218629778966
172,21,9,0.3532781370221034
178,8,6,0.5606910182248063
178,8,7,0.43930898177519373
179,7,7,0.08933443608422052
179,8,6,0.19528185517728736
179,8,7,0.7153837087384921
163,13,6,0.832190490963555
163,13,5,0.1678095090364451
164,13,5,1.0
165,13,3,0.9913629613855252
165,13,4,0.008637038614474834
180,14,5,0.002569136647775124
180,15,4,0.04818580600131759
180,15,5,0.6598497466898869
180,16,5,0.23669375970475323
180,16,4,0.05270155095626719
181,13,4,0.0836842650952746
181,14,4,0.7789570518420248
181,14,3,0.13377289422657393
181,15,4,0.003585788836126723
182,15,6,0.1845676321242195
182,15,5,0.8154323678757806
183,16,5,0.006068867417695335
183,16,6,0.9939311325823046
184,16,5,0.012247761320351089
184,16,4,0.04886741656646543
184,17,5,0.4650243317309314
184,17,4,0.47273736661834515
184,17,6,0.0011231237639069186
185,14,6,0.3839307497630282
185,15,6,0.0011966539769169577
185,14,5,0.43754014388364165
185,15,5,0.1773324523764132
186,13,4,3.0172160243846934e-05
186,14,5,0.29861827114902656
186,14,4,0.6533444260188035
186,15,4,0.028280158392853038
186,15,5,0.01972697227907308
187,14,4,0.24569174536690022
187,15,4,0.7345864450932559
187,15,5,0.01972180953984386
188,14,6,0.06967395603939275
188,14,7,0.03310559686485957
188,15,6,0.6712871650239087
188,15,7,0.22593328207183894
189,15,6,0.2214253283587184
189,15,7,0.5280634838898015
189,16,6,0.03849877130248906
189,16,7,0.21201241644899096
190,13,6,0.9941716087769
190,14,6,0.00582839122310005
191,14,2,0.2511195540254527
191,15,2,0.7239730405939662
191,15,1,0.024907405380581015
192,15,5,0.0001816254150499812
192,16,5,0.9957545857920015
192,16,6,0.004063788792948535
193,13,3,0.6404440522692683
193,13,4,0.19636156046127506
193,14,4,0.004905058128020622
193,14,3,0.15828932914143598
213,15,2,0.6232585804651011
213,15,3,0.376741419534899
194,14,2,0.04802851870112683
194,15,2,0.1846313814361463
194,14,3,0.071685421235597
194,15,3,0.6956546786271298
195,13,3,0.011434081956100435
195,14,2,0.012060462577565831
195,13,4,0.003625586845105037
195,14,4,0.027462036735285657
195,14,3,0.945417831885943
196,15,2,0.04327369755499127
196,15,1,0.0006416832061415271
196,15,3,0.0029714512121128134
196,16,3,0.2333869916186092
196,16,1,0.1337467779752805
196,16,2,0.2776676702524355
196,17,1,0.01795755440532741
196,17,3,0.08297962886605864
196,17,2,0.06515475072442573
196,16,4,0.08868460010677728
196,17,4,0.05353519407784012
197,15,6,0.3198541407836554
